"","FID_1","modelLessVarsPredictedNoLabels"
"2678","NT/66962/24055","SB"
"2679","NT/69173/25121","SB"
"2680","NT/67242/25248","PGRS"
"2681","NT/69502/25166","PGRS"
"2682","NT/69585/25207","PGRS"
"2683","NT/61784/21402","WW"
"2684","NT/64139/25062","PGRS"
"2685","NT/69047/29231","PGRS"
"2686","NT/69148/29346","PGRS"
"2687","NT/69009/29579","PGRS"
"2688","NT/69763/28173","PGRS"
"2689","NT/60777/29388","PGRS"
"2690","NT/63638/20048","PGRS"
"2691","NT/60800/29364","WBS"
"2692","NT/60859/29124","PGRS"
"2693","NT/69913/29795","PGRS"
"2694","NT/65133/28579","SB"
"2695","NT/67269/25499","PGRS"
"2696","NT/67284/25439","PGRS"
"2697","NT/64938/28683","PGRS"
"2698","NT/67614/29150","WO"
"2699","NT/65302/28417","PGRS"
"2700","NT/67599/25472","PGRS"
"2701","NT/66138/28451","PGRS"
"2702","NT/65236/28307","PGRS"
"2703","NT/66243/28566","PGRS"
"2704","NT/66898/29544","PGRS"
"2705","NT/62193/21471","PGRS"
"2706","NT/67630/20131","PGRS"
"2707","NT/62431/21306","PGRS"
"2708","NT/65294/28728","PGRS"
"2709","NT/61956/20996","WW"
"2710","NT/67549/29541","PGRS"
"2711","NT/66627/24109","WPOT"
"2712","NT/69004/23432","PGRS"
"2713","NT/62119/25727","WOSR"
"2714","NT/61965/25949","SB"
"2715","NT/69643/28835","PGRS"
"2716","NT/68075/25576","SB"
"2717","NT/67234/25393","PGRS"
"2718","NT/67545/25504","PGRS"
"2719","NT/64939/28824","PGRS"
"2720","NT/61888/26961","PGRS"
"2721","NT/68212/29886","SB"
"2722","NT/65035/28279","PGRS"
"2723","NT/67290/25997","PGRS"
"2724","NT/67508/25620","PGRS"
"2725","NT/67201/25944","PGRS"
"2726","NT/68418/23981","PGRS"
"2727","NT/69035/25251","PGRS"
"2728","NT/67105/24952","PGRS"
"2729","NT/69266/20744","PGRS"
"2730","NT/61636/20086","PGRS"
"2731","NT/66555/20775","PGRS"
"2732","NT/68449/25597","PGRS"
"2733","NT/67760/21761","WBS"
"2734","NT/64594/28246","WW"
"2735","NT/61468/24638","PGRS"
"2736","NT/62491/23320","SB"
"2737","NT/61877/22655","PGRS"
"2738","NT/60959/23158","WB"
"2739","NT/62271/26916","WOSR"
"2740","NT/68457/22004","WOSR"
"2741","NT/61606/24011","SB"
"2742","NT/69854/21622","WB"
"2743","NT/68491/22485","SB"
"2744","NT/68993/20405","WB"
"2745","NT/63085/26982","WO"
"2746","NT/67716/28507","PGRS"
"2747","NT/62455/26118","SO"
"2748","NT/66390/28715","PGRS"
"2749","NT/62365/25722","PGRS"
"2750","NT/65987/24760","SO"
"2751","NT/66560/28099","PGRS"
"2752","NT/63713/23569","WW"
"2753","NT/62104/21375","PGRS"
"2754","NT/69707/29567","SB"
"2755","NT/61222/29321","PGRS"
"2756","NT/63888/20405","WW"
"2757","NT/65036/21470","PGRS"
"2758","NT/60636/23782","WW"
"2759","NT/60519/26515","WO"
"2760","NT/60338/21003","WO"
"2761","NT/60615/25710","PGRS"
"2762","NT/60456/29335","WBS"
"2763","NT/60604/27286","PGRS"
"2764","NT/60527/25347","PGRS"
"2765","NT/60585/26895","PGRS"
"2766","NT/60335/28173","PGRS"
"2767","NT/60325/27311","WW"
"2768","NT/60659/29129","PGRS"
"2769","NT/60519/23980","WOSR"
"2770","NT/60521/22882","PGRS"
"2771","NT/60269/23651","WW"
"2772","NT/60301/24466","WW"
"2773","NT/60331/23241","SB"
"2774","NT/60314/27655","WOSR"
"2775","NT/60535/23388","WPOT"
"2776","NT/60346/22586","SB"
"2777","NT/60473/22414","PGRS"
"2778","NT/60612/29932","WW"
"2779","NT/60808/25099","PGRS"
"2780","NT/60525/27850","PGRS"
"2781","NT/60518/25671","PGRS"
"2782","NT/60597/21206","WW"
"2783","NT/60506/24341","WB"
"2784","NT/60568/21676","SB"
"2785","NT/60420/25928","WW"
"2786","NT/60609/22681","PGRS"
"2787","NT/60625/24698","SB"
"2788","NT/60494/26260","SO"
"2789","NT/60722/28129","PGRS"
"2790","NT/60723/24244","WW"
"2791","NT/60520/29239","PGRS"
"2792","NT/60393/20133","WB"
"2793","NT/60331/21347","WB"
"2794","NT/60559/24537","PGRS"
"2795","NT/60489/29983","WBS"
"2796","NT/60633/20799","WOSR"
"2797","NT/60435/27077","PGRS"
"2798","NT/60519/25011","SB"
"2799","NT/60574/28561","PGRS"
"2800","NT/60379/24856","SB"
"2801","NT/60456/28383","PGRS"
"2802","NT/60555/29434","WB"
"2803","NT/60692/22123","SB"
"2804","NT/60278/28494","WOSR"
"2805","NT/60362/22052","PGRS"
"2807","NT/60265/34888","WW"
"2808","NT/60408/30238","PGRS"
"2809","NT/60134/37665","PGRS"
"2810","NT/60156/30147","PGRS"
"2811","NT/60340/35704","PGRS"
"2812","NT/60058/35239","PGRS"
"2813","NT/60082/33691","PGRS"
"2814","NT/60164/35481","PGRS"
"2815","NT/60393/35648","PGRS"
"2816","NT/60372/32735","PGRS"
"2817","NT/60276/35549","PGRS"
"2818","NT/60174/39289","PGRS"
"2819","NT/60185/31522","WW"
"2820","NT/60188/31694","PGRS"
"2821","NT/60299/36228","PGRS"
"2822","NT/60225/33385","PGRS"
"2823","NT/60358/34213","PGRS"
"2824","NT/60179/39658","WOSR"
"2825","NT/60134/39255","PGRS"
"2826","NT/60330/35854","PGRS"
"2827","NT/60080/31621","PGRS"
"2828","NT/60317/35418","PGRS"
"2829","NT/60140/35177","PGRS"
"2830","NT/60381/37705","PGRS"
"2831","NT/60065/35517","PGRS"
"2832","NT/60084/35423","PGRS"
"2833","NT/60049/35080","PGRS"
"2834","NT/60324/36113","PGRS"
"2835","NT/60296/30927","WOSR"
"2836","NT/60300/30290","PGRS"
"2837","NT/60195/32634","PGRS"
"2838","NT/60154/31926","PGRS"
"2839","NT/60139/39410","PGRS"
"2840","NT/60276/33298","PGRS"
"2841","NT/60322/38942","WW"
"2842","NT/60293/35324","PGRS"
"2843","NT/60088/35655","PGRS"
"2844","NT/60297/35157","PGRS"
"2845","NT/60261/31340","SB"
"2846","NT/60107/36537","PGRS"
"2847","NT/60439/35766","PGRS"
"2848","NT/60016/35495","PGRS"
"2849","NT/60330/30786","WBS"
"2850","NT/60347/30361","WBS"
"2851","NT/60112/39423","PGRS"
"2852","NT/60331/38255","PGRS"
"2853","NT/60079/32818","SB"
"2854","NT/60145/30781","SB"
"2855","NT/60011/30620","WOSR"
"2856","NT/60028/32208","WW"
"2857","NT/60120/33112","PGRS"
"2858","NT/60047/31042","SB"
"2859","NT/60037/34545","PGRS"
"2860","NT/60145/33475","PGRS"
"2861","NT/60011/35717","PGRS"
"2862","NT/60042/30018","PGRS"
"2863","NT/60198/34096","SB"
"2864","NT/60057/30279","WOSR"
"2865","NT/60010/30435","PGRS"
"2866","NT/65220/35520","SB"
"2867","NT/68237/39676","WB"
"2868","NT/65597/39784","WO"
"2869","NT/63030/39706","WB"
"2870","NT/65460/30303","WOSR"
"2871","NT/62519/39630","WB"
"2872","NT/62154/39270","WW"
"2873","NT/68728/39748","WW"
"2874","NT/61996/34780","PGRS"
"2875","NT/63574/32235","WOSR"
"2876","NT/69632/37141","WW"
"2877","NT/64469/36211","PGRS"
"2878","NT/67419/37126","PGRS"
"2879","NT/68196/33803","SB"
"2880","NT/66283/30894","PGRS"
"2881","NT/61405/30042","WW"
"2882","NT/65097/37672","SB"
"2883","NT/69976/33330","SB"
"2884","NT/63711/34533","PGRS"
"2885","NT/62197/34765","PGRS"
"2886","NT/61083/30183","WW"
"2887","NT/64067/34538","PC"
"2888","NT/61021/35899","PGRS"
"2889","NT/61324/36120","PGRS"
"2890","NT/61418/35593","PGRS"
"2891","NT/67705/37167","PGRS"
"2892","NT/67685/37084","PGRS"
"2893","NT/64031/36255","SB"
"2894","NT/69726/30377","PGRS"
"2895","NT/61983/37609","WW"
"2896","NT/61576/32875","SO"
"2897","NT/61200/33039","WW"
"2898","NT/69118/35101","WBS"
"2899","NT/64772/36636","WOSR"
"2900","NT/62870/32457","WOSR"
"2901","NT/63387/34292","SB"
"2902","NT/66884/37911","WB"
"2903","NT/63504/37555","SB"
"2904","NT/65327/35794","PGRS"
"2905","NT/68599/34059","WO"
"2906","NT/67063/37318","PGRS"
"2907","NT/69100/34715","PGRS"
"2908","NT/62569/35503","PGRS"
"2909","NT/68018/39436","PGRS"
"2910","NT/60797/38625","PGRS"
"2911","NT/67721/33332","PGRS"
"2912","NT/61071/37785","PGRS"
"2913","NT/63777/34357","PGRS"
"2914","NT/66230/37125","PGRS"
"2915","NT/61632/38389","PGRS"
"2916","NT/69615/34582","SB"
"2917","NT/66515/36309","PGRS"
"2918","NT/63084/31736","PGRS"
"2919","NT/62056/38546","WOSR"
"2920","NT/64139/35149","PGRS"
"2921","NT/68921/39455","SB"
"2922","NT/61012/36327","PGRS"
"2923","NT/65713/38913","WW"
"2924","NT/66370/36447","PGRS"
"2925","NT/65636/37383","PGRS"
"2926","NT/69295/35686","WW"
"2927","NT/64365/35465","SO"
"2928","NT/68987/38872","WOSR"
"2929","NT/64255/36425","SB"
"2930","NT/65135/36509","PGRS"
"2931","NT/68010/35245","SB"
"2932","NT/65886/36942","WW"
"2933","NT/63923/38054","PGRS"
"2934","NT/62016/33094","PGRS"
"2935","NT/65791/38503","PGRS"
"2936","NT/66000/38228","WO"
"2937","NT/68305/35255","SB"
"2938","NT/65626/37111","PGRS"
"2939","NT/62476/32899","WOSR"
"2940","NT/61893/32995","PGRS"
"2942","NT/60871/37779","PGRS"
"2943","NT/69855/38138","PGRS"
"2944","NT/62422/38994","PGRS"
"2945","NT/68758/39214","PGRS"
"2946","NT/65186/39413","WO"
"2947","NT/66054/38062","WBS"
"2948","NT/63102/38019","WW"
"2949","NT/68156/39180","PGRS"
"2950","NT/61363/30699","WW"
"2951","NT/64378/34344","WW"
"2952","NT/67609/37098","PGRS"
"2953","NT/67521/37176","PGRS"
"2954","NT/69806/32014","PGRS"
"2955","NT/69184/32412","SB"
"2956","NT/61088/30857","WW"
"2957","NT/67963/32169","WW"
"2958","NT/67930/32578","WW"
"2959","NT/62257/35650","SB"
"2960","NT/65750/30663","WOSR"
"2961","NT/69007/36115","SB"
"2962","NT/63955/34523","PGRS"
"2963","NT/68147/37661","SO"
"2964","NT/64089/34684","PGRS"
"2965","NT/62688/35920","WO"
"2966","NT/62981/34248","PGRS"
"2967","NT/67342/34230","PGRS"
"2968","NT/67043/37630","WW"
"2969","NT/66702/38125","PGRS"
"2970","NT/67886/37314","PGRS"
"2971","NT/66551/37928","PGRS"
"2972","NT/61128/32458","PGRS"
"2973","NT/70020/37007","WW"
"2974","NT/66863/30322","SB"
"2975","NT/68213/38718","PGRS"
"2976","NT/67333/39080","PGRS"
"2977","NT/62005/38808","PGRS"
"2978","NT/66678/31474","PGRS"
"2979","NT/66339/31664","PGRS"
"2980","NT/64591/31902","PGRS"
"2981","NT/65640/34910","SB"
"2982","NT/65522/35189","PGRS"
"2983","NT/69315/39927","SB"
"2984","NT/69344/33481","PGRS"
"2985","NT/67348/38328","PGRS"
"2986","NT/67447/33934","PGRS"
"2987","NT/66287/39816","PGRS"
"2988","NT/69819/32270","SB"
"2989","NT/68368/32697","PGRS"
"2990","NT/67064/34379","SB"
"2991","NT/66823/36708","WW"
"2992","NT/69803/31442","PGRS"
"2993","NT/62908/36687","PGRS"
"2994","NT/67056/33934","PGRS"
"2995","NT/69989/31608","WO"
"2996","NT/62147/32777","PGRS"
"2997","NT/66632/32164","WO"
"2998","NT/61856/32180","WW"
"2999","NT/62228/32011","PGRS"
"3000","NT/68580/36119","WW"
"3001","NT/66839/36482","WOSR"
"3002","NT/60981/39106","PGRS"
"3003","NT/68338/32515","WOSR"
"3004","NT/61427/39088","PGRS"
"3005","NT/62582/31729","PGRS"
"3006","NT/66993/39397","SO"
"3007","NT/67219/39242","SB"
"3008","NT/69458/39252","PGRS"
"3009","NT/69553/36205","SB"
"3010","NT/68456/35618","PGRS"
"3011","NT/68583/32220","SB"
"3012","NT/68677/32607","PGRS"
"3013","NT/67276/31020","WW"
"3014","NT/67544/30777","WW"
"3015","NT/66641/33971","SO"
"3016","NT/65369/37893","WW"
"3017","NT/66800/36106","SB"
"3018","NT/61593/32247","WW"
"3019","NT/68264/31725","SB"
"3020","NT/60761/30240","PGRS"
"3021","NT/63473/33145","PGRS"
"3022","NT/69608/31190","WO"
"3023","NT/64292/35724","SO"
"3024","NT/69543/35114","WW"
"3025","NT/62555/35224","PGRS"
"3026","NT/64606/36185","PGRS"
"3027","NT/67616/31229","WW"
"3028","NT/61345/35761","PGRS"
"3029","NT/68408/35960","WW"
"3030","NT/62800/33053","WOSR"
"3031","NT/62703/33522","PGRS"
"3032","NT/62830/35410","PGRS"
"3033","NT/65471/36418","PGRS"
"3034","NT/66811/31016","PGRS"
"3035","NT/68744/32116","PGRS"
"3036","NT/67634/31553","SB"
"3037","NT/64299/34850","PC"
"3038","NT/65339/34581","PGRS"
"3039","NT/68572/34811","PGRS"
"3040","NT/67658/34134","PGRS"
"3041","NT/68282/37494","PGRS"
"3042","NT/63881/31919","WOSR"
"3043","NT/61696/33817","PGRS"
"3044","NT/68769/34753","WO"
"3045","NT/66071/36414","WW"
"3046","NT/65324/36705","PGRS"
"3047","NT/69459/37164","PGRS"
"3048","NT/69498/37374","WOSR"
"3049","NT/64404/32029","PGRS"
"3050","NT/63520/31111","WW"
"3051","NT/69396/37587","WB"
"3052","NT/65486/36085","WW"
"3053","NT/67698/34872","PGRS"
"3054","NT/67224/31882","PGRS"
"3055","NT/64417/36048","SB"
"3056","NT/68531/31619","SB"
"3057","NT/64754/34955","PGRS"
"3058","NT/69900/37398","PGRS"
"3059","NT/64287/36111","PGRS"
"3060","NT/65165/37108","WPOT"
"3061","NT/64505/35316","SO"
"3062","NT/61717/31321","PGRS"
"3063","NT/69195/39037","SB"
"3064","NT/64048/39124","WOSR"
"3065","NT/62795/37131","PGRS"
"3066","NT/61795/36960","WW"
"3067","NT/63492/37258","SB"
"3068","NT/62012/39559","PGRS"
"3069","NT/61699/33278","WW"
"3070","NT/66336/36625","WB"
"3071","NT/63035/37723","PGRS"
"3072","NT/63783/37169","SB"
"3073","NT/69376/38845","WW"
"3074","NT/66946/34486","SB"
"3075","NT/63713/30358","SB"
"3076","NT/66406/30841","PGRS"
"3077","NT/69334/34876","WW"
"3078","NT/69805/34715","PGRS"
"3079","NT/67989/31563","WW"
"3080","NT/61304/36771","PGRS"
"3081","NT/63891/34944","PGRS"
"3082","NT/65816/37121","PGRS"
"3083","NT/62364/36982","SB"
"3084","NT/62471/31391","WBS"
"3085","NT/60896/31774","PGRS"
"3086","NT/66287/30490","SB"
"3087","NT/67333/35334","PGRS"
"3088","NT/61600/35520","PGRS"
"3089","NT/65280/35467","WBS"
"3090","NT/68590/37410","SB"
"3091","NT/69214/38188","WW"
"3092","NT/62408/34387","PGRS"
"3093","NT/63959/37887","PGRS"
"3094","NT/61277/34263","SO"
"3095","NT/61360/34171","PGRS"
"3096","NT/68477/33006","WO"
"3097","NT/65510/33393","SB"
"3098","NT/68966/36766","WOSR"
"3099","NT/65251/33250","WB"
"3100","NT/62203/36900","PGRS"
"3101","NT/67103/35407","SO"
"3102","NT/67584/39639","PGRS"
"3103","NT/67373/30324","SB"
"3104","NT/61248/34862","WW"
"3105","NT/61423/34976","SB"
"3106","NT/63893/37744","PGRS"
"3107","NT/63652/37736","PGRS"
"3109","NT/65317/33962","WBS"
"3110","NT/64281/37414","PGRS"
"3111","NT/61447/34415","SO"
"3112","NT/60953/33916","PGRS"
"3113","NT/68946/37299","WO"
"3114","NT/65928/33139","WW"
"3115","NT/63150/34381","SB"
"3116","NT/63877/37442","SB"
"3117","NT/69042/33915","PGRS"
"3118","NT/66257/31948","WB"
"3119","NT/69588/34066","PGRS"
"3120","NT/69846/33967","PGRS"
"3121","NT/68534/36620","PGRS"
"3122","NT/67796/36594","PGRS"
"3123","NT/67428/38648","PGRS"
"3124","NT/67518/32688","WW"
"3125","NT/64235/30037","WW"
"3126","NT/66849/32900","WW"
"3127","NT/66715/32444","PGRS"
"3128","NT/69171/33170","SB"
"3129","NT/67187/39808","WW"
"3130","NT/65775/36265","WB"
"3131","NT/65685/37830","WW"
"3132","NT/69591/32138","PGRS"
"3133","NT/69468/32608","SB"
"3134","NT/69945/38768","PGRS"
"3135","NT/66028/30306","SB"
"3136","NT/66565/35860","WO"
"3137","NT/66869/35142","WPOT"
"3138","NT/66923/37045","PGRS"
"3139","NT/67275/33642","SB"
"3140","NT/68911/39165","PGRS"
"3141","NT/68306/30768","WW"
"3142","NT/61651/38849","PGRS"
"3143","NT/66452/33610","WW"
"3144","NT/65027/32222","WW"
"3145","NT/61984/33983","PGRS"
"3146","NT/65887/31242","PGRS"
"3147","NT/66646/35509","SB"
"3148","NT/62167/32067","PGRS"
"3149","NT/63348/39613","PGRS"
"3150","NT/66610/39134","WW"
"3151","NT/69949/40000","SO"
"3152","NT/69287/39479","WW"
"3153","NT/61968/39091","PGRS"
"3154","NT/66643/39489","PGRS"
"3155","NT/67476/31075","PGRS"
"3156","NT/68827/36325","SB"
"3157","NT/68698/34893","WBS"
"3158","NT/61973/32892","PGRS"
"3159","NT/67562/30452","PGRS"
"3160","NT/61497/36534","PGRS"
"3161","NT/64794/36465","PGRS"
"3162","NT/64911/33006","WB"
"3163","NT/62732/38229","SB"
"3164","NT/62383/36625","SB"
"3165","NT/67127/32835","WW"
"3166","NT/62679/38563","WOSR"
"3167","NT/67062/39148","SB"
"3168","NT/67401/33085","PGRS"
"3169","NT/67218/33255","PGRS"
"3170","NT/62307/30775","WB"
"3171","NT/66660/31730","WB"
"3172","NT/63959/32841","PGRS"
"3173","NT/63709/35307","PGRS"
"3174","NT/63425/36196","PGRS"
"3175","NT/66877/35723","PGRS"
"3176","NT/66240/35148","SO"
"3177","NT/62492/35809","SB"
"3178","NT/66191/33381","WPOT"
"3179","NT/61530/30974","PGRS"
"3180","NT/68521/31922","SB"
"3181","NT/63966/33435","WW"
"3182","NT/62758/32716","WOSR"
"3183","NT/63149/32919","WOSR"
"3184","NT/65381/31980","WW"
"3185","NT/60880/32394","PGRS"
"3186","NT/61783/32552","SB"
"3187","NT/67177/30134","WBS"
"3188","NT/61492/31475","PGRS"
"3189","NT/65457/38052","WW"
"3190","NT/64317/31681","PGRS"
"3191","NT/62536/33686","PGRS"
"3192","NT/66859/31880","WW"
"3193","NT/62183/34342","PGRS"
"3194","NT/65321/35099","PGRS"
"3195","NT/62815/31938","SB"
"3196","NT/66623/38652","PGRS"
"3197","NT/68788/30807","PGRS"
"3198","NT/68118/32750","WW"
"3199","NT/68754/35582","SB"
"3200","NT/61760/39001","PGRS"
"3201","NT/66669/30467","PGRS"
"3202","NT/67608/30081","SB"
"3203","NT/65785/30026","SB"
"3204","NT/66119/36738","WOSR"
"3205","NT/65874/36618","SB"
"3206","NT/60886/37049","WW"
"3207","NT/65160/31464","WOSR"
"3208","NT/67746/31420","WBS"
"3209","NT/67931/37348","PGRS"
"3210","NT/63252/39821","PGRS"
"3211","NT/63312/39824","PGRS"
"3212","NT/62302/33103","WB"
"3213","NT/62512/33247","WB"
"3214","NT/63186/34593","PGRS"
"3215","NT/63340/37469","SB"
"3216","NT/69938/34338","PGRS"
"3217","NT/61671/34835","WB"
"3218","NT/67408/39688","PGRS"
"3219","NT/66960/31009","WW"
"3220","NT/68049/37142","WW"
"3221","NT/66076/33979","WW"
"3222","NT/69920/35534","WOSR"
"3223","NT/64734/33769","WW"
"3224","NT/67805/36211","SB"
"3225","NT/63655/38074","PGRS"
"3226","NT/64016/37818","WBS"
"3227","NT/69737/34203","WW"
"3228","NT/61752/34513","SB"
"3229","NT/65123/33406","WB"
"3230","NT/61545/34324","PGRS"
"3231","NT/60695/33415","WBS"
"3232","NT/68711/36930","PGRS"
"3233","NT/65386/33046","WB"
"3234","NT/61916/34491","PGRS"
"3235","NT/68067/36672","WB"
"3236","NT/67868/38809","PGRS"
"3237","NT/61015/35219","WW"
"3238","NT/64123/37623","PGRS"
"3239","NT/63811/37944","PGRS"
"3240","NT/61120/34411","WW"
"3241","NT/69439/36519","WBS"
"3242","NT/68514/33903","SB"
"3243","NT/68990/35020","WBS"
"3244","NT/67872/34316","PGRS"
"3245","NT/62972/30556","PGRS"
"3246","NT/62975/30600","PGRS"
"3247","NT/62917/31138","WB"
"3248","NT/68317/38986","PGRS"
"3249","NT/63136/36515","SO"
"3250","NT/62667/37255","PGRS"
"3251","NT/67367/39375","PGRS"
"3252","NT/64932/37283","SB"
"3253","NT/68969/34904","PGRS"
"3254","NT/66502/34168","WW"
"3255","NT/66361/34320","WW"
"3256","NT/61755/33017","PGRS"
"3257","NT/69036/31420","WOSR"
"3258","NT/65175/37551","PGRS"
"3259","NT/68902/35810","WW"
"3260","NT/69516/35492","SB"
"3261","NT/61614/30462","WW"
"3262","NT/66498/38304","PGRS"
"3263","NT/67718/33861","PGRS"
"3264","NT/67947/34104","PGRS"
"3265","NT/64738/35783","SO"
"3266","NT/63842/32513","WOSR"
"3267","NT/66382/32477","PGRS"
"3268","NT/60903/38669","PGRS"
"3269","NT/61488/38885","PGRS"
"3270","NT/67480/33515","PGRS"
"3271","NT/65144/36191","SB"
"3272","NT/66674/36836","SO"
"3273","NT/68583/35687","PGRS"
"3274","NT/66556/36532","PGRS"
"3275","NT/67622/37270","PGRS"
"3276","NT/65125/34779","SB"
"3277","NT/64375/36677","SB"
"3278","NT/69749/37270","PC"
"3279","NT/61442/33155","SB"
"3280","NT/66878/34638","SO"
"3281","NT/63179/36812","PGRS"
"3282","NT/62595/31951","PGRS"
"3283","NT/66212/38982","WW"
"3284","NT/63041/32140","SB"
"3285","NT/63643/31807","WOSR"
"3286","NT/63237/32399","WOSR"
"3287","NT/66301/37341","PGRS"
"3288","NT/64878/36326","PGRS"
"3289","NT/66367/36369","PGRS"
"3290","NT/69844/34928","SB"
"3291","NT/66547/37613","SB"
"3292","NT/67462/31227","PGRS"
"3293","NT/62701/39049","WW"
"3294","NT/65810/35990","SB"
"3295","NT/62622/34676","PGRS"
"3296","NT/63528/34804","PGRS"
"3297","NT/68757/31748","SB"
"3298","NT/61481/35507","PGRS"
"3299","NT/63288/35426","PGRS"
"3300","NT/61548/33651","SB"
"3301","NT/68779/31251","WW"
"3302","NT/68341/38588","PGRS"
"3303","NT/68467/38714","PGRS"
"3304","NT/68698/36480","WOSR"
"3305","NT/67978/37881","SO"
"3306","NT/69101/39902","PGRS"
"3307","NT/68066/33238","PGRS"
"3308","NT/66940/31442","PGRS"
"3309","NT/61635/35437","PGRS"
"3310","NT/63549/39756","WB"
"3311","NT/60846/38419","PGRS"
"3312","NT/61898/33346","SB"
"3313","NT/62344/34840","PGRS"
"3314","NT/68407/35684","WBS"
"3315","NT/62557/36471","SO"
"3316","NT/68159/33083","PGRS"
"3317","NT/63818/36515","WOSR"
"3318","NT/66552/30092","WW"
"3319","NT/64615/32719","WB"
"3320","NT/67357/36608","PGRS"
"3321","NT/65180/38072","PGRS"
"3322","NT/61947/30675","WOSR"
"3323","NT/63124/33891","PGRS"
"3324","NT/68981/32190","PGRS"
"3325","NT/62782/30525","PGRS"
"3326","NT/68067/31870","PGRS"
"3327","NT/67031/38503","PGRS"
"3328","NT/63364/33415","WPOT"
"3329","NT/64937/34375","WW"
"3330","NT/62752/38441","PGRS"
"3331","NT/68939/35431","SB"
"3332","NT/62381/32307","PGRS"
"3333","NT/65682/38341","PGRS"
"3334","NT/63119/30159","WPOT"
"3335","NT/69876/32716","SB"
"3336","NT/62169/32407","WBS"
"3337","NT/62353/32544","WBS"
"3338","NT/60764/32548","PGRS"
"3339","NT/69554/31858","SB"
"3340","NT/61744/30106","PGRS"
"3341","NT/62827/31707","PGRS"
"3342","NT/63422/35649","PGRS"
"3343","NT/67137/34674","SB"
"3344","NT/68120/30516","WO"
"3345","NT/67483/32280","WB"
"3346","NT/61810/35206","WW"
"3347","NT/64623/32022","PGRS"
"3348","NT/63871/31225","WW"
"3349","NT/64216/31321","WW"
"3350","NT/63606/33090","PGRS"
"3351","NT/67370/38476","PGRS"
"3352","NT/69091/39237","SB"
"3353","NT/68006/35559","SB"
"3354","NT/69632/38814","PGRS"
"3355","NT/69122/32661","WW"
"3356","NT/66568/37859","PGRS"
"3357","NT/68593/35134","PGRS"
"3358","NT/64589/37079","WB"
"3359","NT/62184/34022","PGRS"
"3360","NT/66614/37814","PGRS"
"3361","NT/65011/38253","PGRS"
"3362","NT/61515/39421","PGRS"
"3363","NT/67124/30325","PGRS"
"3364","NT/67626/30543","SB"
"3365","NT/66642/32706","WO"
"3366","NT/66901/32656","PGRS"
"3367","NT/63633/39001","SB"
"3369","NT/67251/32459","WB"
"3370","NT/66907/32360","PGRS"
"3371","NT/64415/33971","WW"
"3372","NT/67839/35396","SB"
"3373","NT/62363/31915","PGRS"
"3374","NT/65045/31072","WW"
"3375","NT/61796/32849","PGRS"
"3376","NT/69438/30773","PGRS"
"3377","NT/68893/33526","PGRS"
"3378","NT/68923/33478","PGRS"
"3379","NT/66190/38066","PGRS"
"3380","NT/66271/38419","PGRS"
"3381","NT/63894/39753","PGRS"
"3382","NT/69314/39657","WBS"
"3383","NT/62631/39329","WW"
"3384","NT/66815/33689","PGRS"
"3385","NT/68978/33816","WW"
"3386","NT/67725/35723","SB"
"3387","NT/64077/37985","PGRS"
"3388","NT/64882/38097","WW"
"3389","NT/64580/37574","WW"
"3390","NT/61083/32634","WW"
"3391","NT/60860/32575","WW"
"3392","NT/61286/34551","WBS"
"3393","NT/62038/34467","PGRS"
"3394","NT/60800/33481","SB"
"3395","NT/62564/38803","WW"
"3396","NT/68176/32325","SB"
"3397","NT/64688/37956","WW"
"3398","NT/63877/37781","WBS"
"3399","NT/66535/37290","PGRS"
"3400","NT/60835/33883","PGRS"
"3401","NT/68644/33253","WB"
"3402","NT/68353/34461","SB"
"3403","NT/68429/34265","PGRS"
"3404","NT/65733/34346","SO"
"3405","NT/68171/36129","WW"
"3406","NT/64091/37128","SB"
