"","FID_1","modelLessVarsPredictedNoLabels"
"3674","NT/68502/31010","SO"
"3675","NT/64879/35699","PGRS"
"3676","NT/63785/33673","WW"
"3677","NT/62168/35017","PGRS"
"3678","NT/69220/35931","SB"
"3679","NT/63776/34065","WW"
"3680","NT/67649/37164","PGRS"
"3681","NT/60914/31540","PGRS"
"3682","NT/65018/37859","PGRS"
"3683","NT/60827/38391","PGRS"
"3684","NT/62487/34658","PGRS"
"3685","NT/69301/37681","PGRS"
"3686","NT/69117/38533","PGRS"
"3687","NT/68449/37973","WB"
"3688","NT/66175/30137","PGRS"
"3689","NT/65325/31051","SO"
"3690","NT/66879/39714","PGRS"
"3691","NT/64341/31012","WW"
"3692","NT/66946/38942","PGRS"
"3693","NT/66776/38817","PGRS"
"3694","NT/66961/38241","PGRS"
"3695","NT/67729/38009","PGRS"
"3696","NT/62158/30212","WW"
"3697","NT/69418/32886","WPOT"
"3698","NT/65958/39958","PGRS"
"3699","NT/65888/39342","WO"
"3700","NT/69691/30864","PGRS"
"3701","NT/62694/38432","PGRS"
"3702","NT/69809/30171","SB"
"3703","NT/69854/39551","SB"
"3704","NT/69778/31741","WW"
"3705","NT/69988/31883","WW"
"3706","NT/61897/39190","PGRS"
"3707","NT/64918/39738","WO"
"3708","NT/65442/37588","WB"
"3709","NT/67680/38369","PGRS"
"3710","NT/68406/39880","PGRS"
"3711","NT/67250/31346","PGRS"
"3712","NT/60757/32050","SB"
"3713","NT/68842/32464","SB"
"3714","NT/69701/39760","PGRS"
"3715","NT/63274/39781","PGRS"
"3716","NT/67482/37707","SB"
"3717","NT/61855/30071","PGRS"
"3718","NT/66558/37976","WOSR"
"3719","NT/67707/37420","SB"
"3720","NT/68673/39977","WBS"
"3721","NT/67532/38279","PGRS"
"3722","NT/61574/39960","WW"
"3723","NT/69561/30832","PGRS"
"3724","NT/67803/38445","PGRS"
"3725","NT/67580/38678","PGRS"
"3726","NT/64265/38104","WW"
"3727","NT/66039/35279","SB"
"3728","NT/65400/34967","PGRS"
"3729","NT/65732/35728","PGRS"
"3730","NT/62954/35970","PGRS"
"3731","NT/61539/32459","WW"
"3732","NT/62271/36097","WO"
"3733","NT/64147/35951","SB"
"3734","NT/61169/32323","PGRS"
"3735","NT/66012/31539","WW"
"3736","NT/61401/32584","PGRS"
"3737","NT/68137/37330","PGRS"
"3738","NT/65906/35434","PGRS"
"3739","NT/64492/37262","WW"
"3740","NT/61509/34645","SB"
"3741","NT/67521/34118","PGRS"
"3742","NT/68953/33930","PGRS"
"3743","NT/61647/32698","PGRS"
"3744","NT/62912/33770","PGRS"
"3745","NT/68050/38583","PGRS"
"3746","NT/67976/39006","PGRS"
"3747","NT/68244/31152","WW"
"3748","NT/60880/32768","WW"
"3749","NT/63291/34046","PGRS"
"3750","NT/67401/34007","PGRS"
"3751","NT/67128/36924","WW"
"3752","NT/64541/38418","WW"
"3753","NT/65782/33733","WB"
"3754","NT/62005/37914","WW"
"3755","NT/67474/36972","PGRS"
"3756","NT/63311/33661","PGRS"
"3757","NT/65466/31363","PGRS"
"3758","NT/65303/31647","PGRS"
"3759","NT/61287/31945","WW"
"3760","NT/63175/36055","SO"
"3761","NT/67056/32079","PGRS"
"3762","NT/68754/38383","WW"
"3763","NT/65203/34992","PGRS"
"3764","NT/62727/36310","SB"
"3765","NT/65927/30535","WB"
"3766","NT/69292/36389","SB"
"3767","NT/67932/33047","SO"
"3768","NT/67335/36190","WOSR"
"3769","NT/64335/38750","WOSR"
"3770","NT/67026/33365","WOSR"
"3771","NT/69198/37026","SO"
"3772","NT/61489/32650","SB"
"3773","NT/61754/38794","PGRS"
"3774","NT/67097/35985","WOSR"
"3775","NT/67890/30786","WW"
"3776","NT/67989/35968","WW"
"3777","NT/68713/35271","PGRS"
"3778","NT/68267/38230","WOSR"
"3779","NT/68802/38980","PGRS"
"3780","NT/68223/35752","WOSR"
"3781","NT/67563/37218","PGRS"
"3782","NT/69252/33889","PGRS"
"3783","NT/68932/33987","PGRS"
"3784","NT/64706/34482","WW"
"3785","NT/60788/31185","WW"
"3786","NT/63218/31909","WOSR"
"3787","NT/67852/30285","SB"
"3788","NT/68989/37095","PGRS"
"3789","NT/62556/30131","PGRS"
"3790","NT/64469/33614","WW"
"3791","NT/64143/32839","WOSR"
"3792","NT/62193/35329","WW"
"3793","NT/68977/31881","WB"
"3794","NT/61210/31109","WW"
"3795","NT/69925/37872","WW"
"3796","NT/62860/33367","PGRS"
"3797","NT/65390/34238","SO"
"3798","NT/67848/36827","WBS"
"3799","NT/61082/30005","PGRS"
"3800","NT/65434/35488","PGRS"
"3801","NT/68294/32886","WOSR"
"3802","NT/68463/39471","PGRS"
"3803","NT/62721/34429","PGRS"
"3804","NT/65234/32408","WW"
"3805","NT/67612/39876","PGRS"
"3806","NT/62894/34159","PGRS"
"3807","NT/65135/35650","PGRS"
"3808","NT/68415/36290","WW"
"3810","NT/69454/30337","SB"
"3811","NT/69094/30299","SB"
"3812","NT/69500/30214","PGRS"
"3813","NT/69964/30107","PGRS"
"3814","NT/61380/38725","PGRS"
"3815","NT/64923/35024","SO"
"3816","NT/66063/32224","WW"
"3817","NT/69485/30077","PGRS"
"3818","NT/65723/32858","WB"
"3819","NT/60950/35539","WW"
"3820","NT/64356/39324","PGRS"
"3821","NT/64808/32402","WB"
"3822","NT/61796/35786","PGRS"
"3823","NT/61261/37986","PGRS"
"3824","NT/66181/35769","SB"
"3825","NT/69936/33518","PGRS"
"3826","NT/63197/35148","PGRS"
"3827","NT/69343/37947","WW"
"3828","NT/65952/37268","PGRS"
"3829","NT/66963/30560","PGRS"
"3830","NT/69485/38535","WW"
"3831","NT/66979/35520","SO"
"3832","NT/64756/36038","PGRS"
"3833","NT/68184/36437","WOSR"
"3834","NT/61206/33543","SO"
"3835","NT/68823/39228","WBS"
"3836","NT/69786/36512","SB"
"3837","NT/67910/37006","WW"
"3838","NT/69520/36733","WW"
"3839","NT/68627/35774","SB"
"3840","NT/67866/31193","WW"
"3841","NT/63760/30863","SB"
"3842","NT/68086/38845","PGRS"
"3843","NT/61837/32014","PGRS"
"3844","NT/64232/32479","WB"
"3845","NT/69825/39308","PGRS"
"3846","NT/61961/38058","WW"
"3847","NT/69835/33057","SB"
"3848","NT/68398/34974","WW"
"3849","NT/67721/32867","SB"
"3850","NT/69810/30709","PGRS"
"3851","NT/69468/33301","SB"
"3852","NT/68618/37080","PGRS"
"3853","NT/67087/36373","WOSR"
"3854","NT/61868/38903","PGRS"
"3855","NT/65064/35309","SO"
"3856","NT/67716/31984","PGRS"
"3857","NT/60427/36948","WW"
"3858","NT/60545/31898","SB"
"3859","NT/60665/37984","PGRS"
"3860","NT/60362/30618","WOSR"
"3861","NT/60562/38538","WB"
"3862","NT/60635/34851","WW"
"3863","NT/60500/38147","PGRS"
"3864","NT/60409/36513","WW"
"3865","NT/60567/30410","PGRS"
"3866","NT/60465/30422","PGRS"
"3867","NT/60639/33125","PGRS"
"3868","NT/60600/33362","PGRS"
"3869","NT/60397/33147","PGRS"
"3870","NT/60389/31014","PGRS"
"3871","NT/60620/31533","SB"
"3872","NT/60671/35769","PGRS"
"3873","NT/60487/30462","WBS"
"3874","NT/60617/37669","PGRS"
"3875","NT/60471/35971","PGRS"
"3876","NT/60412/35507","PGRS"
"3877","NT/60354/31750","SB"
"3878","NT/60566/33671","PGRS"
"3879","NT/60749/38144","PGRS"
"3880","NT/60496/34288","SO"
"3881","NT/60605/35249","WW"
"3882","NT/60459/33605","SB"
"3883","NT/60354/33835","SO"
"3884","NT/60666/36105","PGRS"
"3885","NT/60646/35538","WW"
"3886","NT/60484/32212","SB"
"3887","NT/60418/32588","WW"
"3888","NT/60446/32844","WW"
"3889","NT/60415/31190","PGRS"
"3890","NT/60325/37220","WO"
"3891","NT/60374/34636","SB"
"3892","NT/60500/38206","PGRS"
"3893","NT/60624/38368","WBS"
"3894","NT/60875/39740","WOSR"
"3895","NT/60536/30122","PGRS"
"3896","NT/60647/38318","PGRS"
"3897","NT/60688/34018","PGRS"
"3898","NT/60468/39439","WOSR"
"3899","NT/60779/32942","WW"
"3900","NT/60139/38098","WW"
"3901","NT/60697/36656","WW"
"3902","NT/60255/37455","PGRS"
"3903","NT/60224/41001","WB"
"3904","NT/60255/40538","WOSR"
"3905","NT/60001/40368","WBS"
"3906","NT/60305/40968","WBS"
"3907","NT/60166/40128","WB"
"3908","NT/69739/40128","PGRS"
"3910","NT/66973/41031","WW"
"3911","NT/69298/40028","PGRS"
"3912","NT/68343/40052","PGRS"
"3913","NT/68851/40869","WBS"
"3915","NT/61139/41687","PGRS"
"3916","NT/62344/40129","WW"
"3917","NT/61955/40433","PGRS"
"3918","NT/67440/41386","PGRS"
"3919","NT/69555/41032","WB"
"3920","NT/65589/40669","PGRS"
"3921","NT/61652/40535","PGRS"
"3922","NT/62077/40573","PGRS"
"3923","NT/69945/40474","PGRS"
"3924","NT/69017/40569","WB"
"3925","NT/61227/40430","PGRS"
"3926","NT/65517/40753","PGRS"
"3927","NT/64245/41053","PGRS"
"3928","NT/68415/40622","WW"
"3929","NT/68174/40518","PGRS"
"3930","NT/69233/41072","PGRS"
"3931","NT/69181/41042","PGRS"
"3932","NT/64849/40081","WW"
"3934","NT/66688/40857","WW"
"3935","NT/69368/40751","PGRS"
"3936","NT/66439/40712","WB"
"3937","NT/67633/40650","PGRS"
"3938","NT/66813/40485","PGRS"
"3939","NT/67097/40563","PGRS"
"3941","NT/66034/41365","SO"
"3942","NT/68142/41040","PGRS"
"3943","NT/68561/41266","PGRS"
"3944","NT/66004/41068","WW"
"3946","NT/61274/40257","PGRS"
"3947","NT/69449/41259","SO"
"3948","NT/68276/40865","PGRS"
"3949","NT/61221/40987","PGRS"
"3950","NT/64620/40794","PGRS"
"3951","NT/66222/40344","PGRS"
"3952","NT/69156/41280","SB"
"3953","NT/69036/41069","SB"
"3954","NT/63281/40405","WB"
"3955","NT/64783/40313","PGRS"
"3956","NT/65345/40054","WO"
"3957","NT/62065/41342","WB"
"3958","NT/61643/40497","PGRS"
"3959","NT/67861/40587","PGRS"
"3960","NT/66938/40707","PGRS"
"3961","NT/69572/40690","PGRS"
"3962","NT/66433/40061","PGRS"
"3963","NT/61172/40392","WBS"
"3964","NT/69814/40431","PGRS"
"3965","NT/66395/40372","PGRS"
"3966","NT/61456/40339","PGRS"
"3967","NT/65521/40723","PGRS"
"3968","NT/69307/41107","PGRS"
"3969","NT/61499/41401","WW"
"3970","NT/62938/40131","PGRS"
"3971","NT/68025/41236","PGRS"
"3972","NT/67503/40003","PGRS"
"3973","NT/66840/41496","PGRS"
"3974","NT/62076/40466","PGRS"
"3975","NT/61846/40536","PGRS"
"3976","NT/65605/40772","WBS"
"3977","NT/65952/41171","PGRS"
"3978","NT/65563/41193","PGRS"
"3979","NT/65451/40892","PGRS"
"3980","NT/68081/40156","WW"
"3981","NT/68323/40322","WW"
"3982","NT/68861/40062","PGRS"
"3983","NT/69824/40358","PGRS"
"3984","NT/63915/41265","SB"
"3985","NT/63547/40710","WW"
"3986","NT/65480/40685","PGRS"
"3987","NT/66285/40701","PGRS"
"3988","NT/61201/40669","PGRS"
"3989","NT/68763/40382","PGRS"
"3990","NT/66150/40528","PGRS"
"3991","NT/67466/40825","PGRS"
"3992","NT/68589/40664","WBS"
"3993","NT/64001/40499","SB"
"3994","NT/67785/41002","PGRS"
"3995","NT/63591/41218","WOSR"
"3996","NT/62119/40893","WB"
"3997","NT/62645/40513","WW"
"3998","NT/61371/40472","PGRS"
"3999","NT/69593/40572","PGRS"
"4000","NT/60952/40416","PGRS"
"4001","NT/69567/40185","PGRS"
"4002","NT/61894/40039","WW"
"4003","NT/65148/41062","SB"
"4004","NT/63329/41041","WW"
"4006","NT/66952/41271","PGRS"
"4007","NT/69753/41167","SB"
"4008","NT/69995/41258","PGRS"
"4009","NT/68723/41112","PGRS"
"4010","NT/69343/41074","PGRS"
"4011","NT/60797/40815","PGRS"
"4012","NT/67071/40431","PGRS"
"4013","NT/67044/40633","PGRS"
"4014","NT/65914/40731","PGRS"
"4015","NT/67183/40225","PGRS"
"4016","NT/61437/40672","PGRS"
"4017","NT/61729/40907","WB"
"4018","NT/61175/40528","PGRS"
"4019","NT/61146/40153","WBS"
"4020","NT/65688/40958","PGRS"
"4021","NT/66206/40930","WW"
"4022","NT/62497/40980","SB"
"4023","NT/64731/41196","SB"
"4024","NT/66885/40415","PGRS"
"4025","NT/68583/40025","WW"
"4026","NT/63667/40256","WB"
"4027","NT/63843/40831","WOSR"
"4028","NT/61171/40364","PGRS"
"4029","NT/67440/40569","WB"
"4030","NT/65127/40795","SB"
"4031","NT/61433/40462","PGRS"
"4032","NT/67855/40367","PGRS"
"4033","NT/62022/40561","PGRS"
"4034","NT/62819/41057","WW"
"4035","NT/65396/40741","PGRS"
"4036","NT/69938/40594","PGRS"
"4037","NT/69786/40814","WW"
"4038","NT/66375/41179","PGRS"
"4039","NT/65558/40723","PGRS"
"4041","NT/67460/41098","PGRS"
"4042","NT/69459/40214","PGRS"
"4043","NT/62992/40669","WB"
"4044","NT/68522/40937","PGRS"
"4045","NT/69281/40602","WB"
"4046","NT/69233/40835","WW"
"4047","NT/69110/40672","PC"
"4048","NT/61684/40453","PGRS"
"4049","NT/66653/40354","PGRS"
"4050","NT/66899/40114","WOSR"
"4051","NT/62215/40576","PGRS"
"4052","NT/68506/40390","WB"
"4053","NT/69262/41076","PGRS"
"4054","NT/68469/40128","WW"
"4055","NT/64374/40687","PGRS"
"4056","NT/65764/40349","PGRS"
"4057","NT/65978/40281","WBS"
"4058","NT/65644/40482","PGRS"
"4059","NT/67925/40773","PGRS"
"4060","NT/65221/40349","PGRS"
"4061","NT/69246/40226","PGRS"
"4062","NT/67547/40330","WB"
"4063","NT/69603/40478","WW"
"4064","NT/63422/40016","WOSR"
"4065","NT/69604/40329","PGRS"
"4066","NT/60551/40606","PGRS"
"4067","NT/60496/40431","PGRS"
"4068","NT/60579/41491","WB"
"4069","NT/60856/41523","WB"
"4070","NT/60637/40072","WOSR"
"4071","NT/60411/40742","PGRS"
"4072","NT/60472/40978","PGRS"
"4073","NT/60608/40916","PGRS"
"4074","NT/78846/17311","PGRS"
"4075","NT/78880/16546","PGRS"
"4076","NT/75796/17295","PGRS"
"4077","NT/72579/15589","PGRS"
"4078","NT/74705/16337","PGRS"
"4079","NT/78964/17070","PGRS"
"4080","NT/79062/17496","PGRS"
"4081","NT/78940/17378","PGRS"
"4082","NT/78799/16602","PGRS"
"4083","NT/78646/18102","PGRS"
"4084","NT/78117/19008","PGRS"
"4085","NT/78139/19338","PGRS"
"4086","NT/73905/18334","PGRS"
"4087","NT/77231/18694","PGRS"
"4088","NT/78263/16032","PGRS"
"4089","NT/70080/18121","PGRS"
"4090","NT/73980/17943","PGRS"
"4091","NT/76745/17955","PGRS"
"4092","NT/73225/15485","PGRS"
"4093","NT/76135/19230","PGRS"
"4094","NT/78494/17512","PGRS"
"4095","NT/70551/15734","PGRS"
"4096","NT/77703/19849","PGRS"
"4097","NT/74174/15009","PGRS"
"4098","NT/76243/17190","PGRS"
"4099","NT/75734/16856","PGRS"
"4100","NT/70234/17521","PGRS"
"4101","NT/72689/16912","PGRS"
"4102","NT/78970/16363","PGRS"
"4103","NT/76036/17020","PGRS"
"4104","NT/70184/16876","WW"
"4105","NT/77096/16541","PGRS"
"4106","NT/75458/17141","PGRS"
"4107","NT/75338/16734","PGRS"
"4108","NT/75589/14990","PGRS"
"4109","NT/75974/16616","PGRS"
"4110","NT/76144/15040","PGRS"
"4111","NT/78687/17876","PGRS"
"4112","NT/78390/19866","PGRS"
"4113","NT/78468/19594","PGRS"
"4114","NT/77011/16994","PGRS"
"4115","NT/76925/15842","PGRS"
"4116","NT/76343/14827","PGRS"
"4117","NT/78793/17598","PGRS"
"4118","NT/78917/17125","PGRS"
"4119","NT/76731/17020","PGRS"
"4120","NT/77033/16116","PGRS"
"4121","NT/72685/15015","PGRS"
"4122","NT/70079/17555","PGRS"
"4123","NT/72715/19456","WW"
"4124","NT/72721/19784","PGRS"
"4125","NT/75661/19891","PGRS"
"4126","NT/70992/18906","PGRS"
"4127","NT/70513/16121","PGRS"
"4128","NT/70877/18796","PGRS"
"4129","NT/74451/18237","PGRS"
"4130","NT/71266/18753","PGRS"
"4131","NT/76926/17579","PGRS"
"4132","NT/70795/16986","WW"
"4133","NT/77632/19163","PGRS"
"4134","NT/72633/16252","PGRS"
"4135","NT/76611/19415","PGRS"
"4136","NT/73891/19271","PGRS"
"4137","NT/72068/17230","PGRS"
"4138","NT/71539/17072","PGRS"
"4139","NT/76090/19361","PGRS"
"4140","NT/75994/19575","PGRS"
"4141","NT/76601/19914","PGRS"
"4142","NT/71604/18927","PGRS"
"4143","NT/70479/17219","PGRS"
"4144","NT/76057/19998","PGRS"
"4145","NT/73498/19053","PGRS"
"4146","NT/72824/16959","PGRS"
"4147","NT/79502/17863","PGRS"
"4148","NT/70137/19223","PGRS"
"4149","NT/71010/19165","PGRS"
"4150","NT/77088/19235","PGRS"
"4151","NT/70225/18925","PGRS"
"4152","NT/71027/19839","SB"
"4153","NT/74966/19207","PGRS"
"4154","NT/77976/17042","PGRS"
"4155","NT/76335/19945","PGRS"
"4156","NT/71613/16890","PGRS"
"4157","NT/71624/19233","PGRS"
"4158","NT/76151/19953","PGRS"
"4159","NT/71954/16457","PGRS"
"4160","NT/71367/18453","PGRS"
"4161","NT/72615/15898","PGRS"
"4162","NT/74437/17926","PGRS"
"4163","NT/71894/17161","PGRS"
"4164","NT/72049/18747","PGRS"
"4165","NT/71708/15640","PGRS"
"4166","NT/76577/17709","PGRS"
"4167","NT/76963/17991","PGRS"
"4168","NT/73993/18718","PGRS"
"4169","NT/75751/17656","PGRS"
"4170","NT/73102/17557","WW"
"4171","NT/76008/19415","WOSR"
"4172","NT/79197/18750","PGRS"
"4173","NT/76488/17332","PGRS"
"4174","NT/72444/16572","PGRS"
"4175","NT/70888/16671","SB"
"4176","NT/70195/17780","PGRS"
"4177","NT/70126/17988","PGRS"
"4178","NT/76696/17244","PGRS"
"4179","NT/77087/17389","PGRS"
"4180","NT/70092/15690","SB"
"4181","NT/70237/18251","PGRS"
"4182","NT/77042/17179","PGRS"
"4183","NT/75798/19599","PGRS"
"4184","NT/77089/17015","WBS"
"4185","NT/75983/19339","PGRS"
"4186","NT/74284/14809","PGRS"
"4187","NT/74427/15761","PGRS"
"4188","NT/76864/18286","PGRS"
"4189","NT/73847/17916","PGRS"
"4190","NT/71987/19952","PGRS"
"4191","NT/76040/19850","PGRS"
"4192","NT/70939/18552","SB"
"4193","NT/78794/18509","PGRS"
"4194","NT/77503/18320","PGRS"
"4195","NT/76538/18745","PGRS"
"4196","NT/73578/17426","PGRS"
"4197","NT/77411/18686","PGRS"
"4198","NT/78618/18818","PGRS"
"4199","NT/76616/14955","PGRS"
"4200","NT/72352/19955","PGRS"
"4201","NT/70034/17701","PGRS"
"4202","NT/76129/17643","PGRS"
"4203","NT/70114/17452","PGRS"
"4204","NT/77116/17649","PGRS"
"4205","NT/70480/15883","PGRS"
"4206","NT/72340/17393","PGRS"
"4207","NT/77294/19923","PGRS"
"4208","NT/77057/18012","PGRS"
"4209","NT/76042/19874","PGRS"
"4210","NT/72451/19584","PGRS"
"4211","NT/79134/16872","PGRS"
"4212","NT/70036/19743","PGRS"
"4213","NT/73280/19447","PGRS"
"4214","NT/72686/16354","PGRS"
"4215","NT/70393/16853","PGRS"
"4216","NT/76063/14834","PGRS"
"4217","NT/77016/15755","PGRS"
"4218","NT/77041/15996","PGRS"
"4219","NT/73607/15447","PGRS"
"4220","NT/77740/19968","PGRS"
"4221","NT/78866/16968","PGRS"
"4222","NT/79576/17453","PGRS"
"4223","NT/78759/18205","PGRS"
"4224","NT/75750/14940","PGRS"
"4225","NT/77855/19482","PGRS"
"4226","NT/70749/19853","PGRS"
"4227","NT/73597/19518","PGRS"
"4228","NT/79407/17332","PGRS"
"4229","NT/78854/17168","PGRS"
"4230","NT/70501/19857","PGRS"
"4231","NT/77296/15699","PGRS"
"4232","NT/77368/15885","PGRS"
"4233","NT/78754/17750","PGRS"
"4234","NT/77554/19986","PGRS"
"4235","NT/72986/19459","PGRS"
"4236","NT/77642/19615","PGRS"
"4237","NT/71410/19976","PGRS"
"4238","NT/70223/19081","PGRS"
"4239","NT/76816/20005","PGRS"
"4240","NT/79103/16788","PGRS"
"4241","NT/70287/19738","PGRS"
"4242","NT/72513/19795","PGRS"
"4243","NT/70219/19558","SB"
"4244","NT/72432/15338","PGRS"
"4245","NT/74860/16257","PGRS"
"4246","NT/76633/19830","PGRS"
"4247","NT/74437/14947","PGRS"
"4248","NT/75504/16154","PGRS"
"4249","NT/72788/15236","PGRS"
"4250","NT/72869/17424","PGRS"
"4251","NT/76200/19852","PGRS"
"4252","NT/77714/18468","PGRS"
"4253","NT/73620/19894","WW"
"4254","NT/73929/19801","PGRS"
"4255","NT/78625/18379","PGRS"
"4256","NT/78774/16328","PGRS"
"4257","NT/70324/16516","PGRS"
"4258","NT/76971/17486","PGRS"
"4259","NT/74080/14751","WW"
"4260","NT/72616/18999","PGRS"
"4261","NT/72230/16667","PGRS"
"4262","NT/72936/17918","PGRS"
"4263","NT/73643/18130","PGRS"
"4264","NT/77479/17962","PGRS"
"4265","NT/73484/17628","PGRS"
"4266","NT/70355/16225","SB"
"4267","NT/74063/15823","PGRS"
"4268","NT/70782/15434","PGRS"
"4269","NT/71080/19413","PGRS"
"4270","NT/77197/15980","PGRS"
"4271","NT/77174/19430","PGRS"
"4272","NT/70734/18976","PGRS"
"4273","NT/71769/15400","PGRS"
"4274","NT/72443/16358","WBS"
"4275","NT/77269/19009","PGRS"
"4276","NT/76870/17833","PGRS"
"4277","NT/72246/15616","PGRS"
"4278","NT/72744/16024","PGRS"
"4279","NT/71744/16476","PGRS"
"4280","NT/76079/17414","WB"
"4281","NT/71711/19616","PGRS"
"4282","NT/73026/16911","PGRS"
"4283","NT/72377/19278","PGRS"
"4284","NT/76024/19227","PGRS"
"4285","NT/78014/15950","PGRS"
"4286","NT/72209/16353","PGRS"
"4287","NT/77139/19617","PGRS"
"4288","NT/77579/19029","PGRS"
"4289","NT/70054/16266","WW"
"4290","NT/70629/15275","PGRS"
"4291","NT/77608/19391","PGRS"
"4292","NT/73349/17940","PGRS"
"4293","NT/70705/15994","PGRS"
"4294","NT/71364/16822","WB"
"4295","NT/72827/15446","PGRS"
"4296","NT/71707/16733","PGRS"
"4297","NT/71292/17012","PGRS"
"4298","NT/71089/16873","PGRS"
"4299","NT/72469/16190","PGRS"
"4300","NT/74556/18764","PGRS"
"4301","NT/79115/16571","PGRS"
"4302","NT/78931/16762","PGRS"
"4303","NT/74209/18443","PGRS"
"4304","NT/70586/18989","PGRS"
"4305","NT/71969/16711","PGRS"
"4306","NT/72173/16940","PGRS"
"4307","NT/76750/17291","PGRS"
"4308","NT/70369/16661","PGRS"
"4309","NT/76008/18436","PGRS"
"4310","NT/70638/14794","PGRS"
"4311","NT/73658/15508","PGRS"
"4312","NT/74660/16556","PGRS"
"4313","NT/76218/16843","PGRS"
"4314","NT/76375/17035","PGRS"
"4315","NT/72427/15133","PGRS"
"4316","NT/77006/17104","PGRS"
"4317","NT/70672/15525","PGRS"
"4318","NT/76737/17550","PGRS"
"4319","NT/76143/16773","PGRS"
"4320","NT/76560/17195","PGRS"
"4321","NT/70595/15399","PGRS"
"4322","NT/75751/14847","PGRS"
"4323","NT/76854/17363","PGRS"
"4324","NT/77895/18655","PGRS"
"4325","NT/73125/18820","PGRS"
"4326","NT/77143/16660","PGRS"
"4327","NT/70037/17311","PGRS"
"4328","NT/72732/17079","PGRS"
"4329","NT/72052/16827","PGRS"
"4330","NT/70053/14731","PGRS"
"4331","NT/70369/14660","PGRS"
"4332","NT/70736/14747","PGRS"
"4333","NT/78789/17172","PGRS"
"4334","NT/70575/15166","PGRS"
"4335","NT/77254/18485","PGRS"
"4336","NT/76281/17442","PGRS"
"4337","NT/70406/18840","PGRS"
"4338","NT/73932/17753","PGRS"
"4339","NT/70608/19776","PGRS"
"4340","NT/70336/19982","PGRS"
"4341","NT/74318/19566","PGRS"
"4342","NT/70957/15453","PGRS"
"4343","NT/72580/17138","PGRS"
"4344","NT/70686/15671","PGRS"
"4345","NT/75786/19795","PGRS"
"4346","NT/72701/16282","PGRS"
"4347","NT/73141/17953","PGRS"
"4348","NT/70640/18731","PGRS"
"4349","NT/71231/17086","WBS"
"4350","NT/77106/17823","PGRS"
"4351","NT/73627/17913","PGRS"
"4352","NT/70546/19523","PGRS"
"4353","NT/77415/19188","PGRS"
"4354","NT/71945/19109","WW"
"4355","NT/71529/18641","PGRS"
"4356","NT/70715/19122","PGRS"
"4357","NT/77729/19407","PGRS"
"4358","NT/71307/16573","PGRS"
"4359","NT/71490/15322","PGRS"
"4360","NT/77001/17750","PGRS"
"4361","NT/70569/16234","PGRS"
"4362","NT/70169/15863","SB"
"4363","NT/77746/19335","PGRS"
"4364","NT/76950/18591","PGRS"
"4365","NT/72156/19394","PGRS"
"4366","NT/70462/16849","PGRS"
"4367","NT/70524/18411","WB"
"4368","NT/70213/18047","PGRS"
"4369","NT/71820/15664","PGRS"
"4370","NT/76486/19947","PGRS"
"4371","NT/78964/16958","PGRS"
"4372","NT/78539/19994","PGRS"
"4373","NT/78758/17890","PGRS"
"4374","NT/76987/17329","PGRS"
"4375","NT/77911/19251","PGRS"
"4376","NT/79912/19314","PGRS"
"4377","NT/78701/18116","PGRS"
"4378","NT/79222/17454","PGRS"
"4379","NT/78069/19682","PGRS"
"4380","NT/78636/17629","PGRS"
"4381","NT/73876/17456","PGRS"
"4382","NT/78259/18780","PGRS"
"4383","NT/72385/16881","PGRS"
"4384","NT/76767/17201","PGRS"
"4385","NT/77308/18181","PGRS"
"4386","NT/79190/17118","PGRS"
"4387","NT/77056/16221","PGRS"
"4388","NT/75589/17047","PGRS"
"4389","NT/77281/17864","PGRS"
"4390","NT/74509/15992","PGRS"
"4391","NT/76306/17103","PGRS"
"4392","NT/79309/17500","PGRS"
"4393","NT/75892/19861","PGRS"
"4394","NT/72015/15498","PGRS"
"4395","NT/71961/19497","PGRS"
"4396","NT/76691/19170","PGRS"
"4397","NT/76850/19098","PGRS"
"4398","NT/71301/19006","PGRS"
"4399","NT/70525/16653","PGRS"
"4400","NT/74657/15968","PGRS"
"4401","NT/70952/14914","PGRS"
"4402","NT/77688/18939","PGRS"
"4403","NT/76616/17655","PGRS"
"4404","NT/71135/17282","PGRS"
"4405","NT/76685/18175","PGRS"
"4406","NT/76879/18102","PGRS"
"4407","NT/70504/19123","PGRS"
"4408","NT/70330/19895","PGRS"
"4409","NT/75048/19828","PGRS"
"4410","NT/77411/18799","PGRS"
"4411","NT/75536/19554","PGRS"
"4412","NT/72699/18367","PGRS"
"4413","NT/76015/17228","PGRS"
"4414","NT/72714/16195","PGRS"
"4415","NT/75927/19529","PGRS"
"4416","NT/77440/19543","PGRS"
"4417","NT/70442/16020","PGRS"
"4418","NT/73065/17313","WW"
"4419","NT/71495/16502","PGRS"
"4420","NT/76405/17746","PGRS"
"4421","NT/76169/19688","PGRS"
"4422","NT/75250/19458","PGRS"
"4423","NT/73931/18083","PGRS"
"4424","NT/70566/17645","PGRS"
"4425","NT/74036/16137","PGRS"
"4426","NT/70186/17206","PGRS"
"4427","NT/74192/18136","PGRS"
"4428","NT/70350/15440","SB"
"4429","NT/72769/16194","PGRS"
"4430","NT/71098/15139","PGRS"
"4431","NT/70364/15778","PGRS"
"4432","NT/76800/18560","PGRS"
"4433","NT/70408/18109","SB"
"4434","NT/70712/19315","PGRS"
"4435","NT/76100/19226","PGRS"
